Customer_ID,Items
CUST_025,"wine,chicken,bread,fish,pasta,cheese,lettuce,butter,tomatoes,eggs,milk"
CUST_026,"onions,chicken,bread,carrots,pasta,cookies,grapes,oil,bananas,apples,beef,rice,tomatoes,eggs,milk"
CUST_027,"beer,coffee"
CUST_028,"beer,bread,croissants,sugar,cookies,chips,soda,coffee,milk"
CUST_029,"butter,carrots"
CUST_030,"onions,chicken,bread,frozen_vegetables,carrots,cookies,vinegar,bananas,apples,beef,turkey,butter,eggs,milk"
CUST_031,"beer,bread,pasta,sugar,frozen_pizza,butter,muffins,coffee,tomatoes,milk"
CUST_032,"onions,ice_cream,juice,strawberries,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,butter,tomatoes,eggs,milk"
CUST_033,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,pizza_dough,beef,rice,tomatoes,eggs,milk"
CUST_034,"onions,ice_cream,juice,chicken,carrots,pasta,cookies,oil,bananas,apples,tea,beef,rice,tomatoes"
CUST_035,"pork,pasta,beans,bananas,rice,coffee,tomatoes,eggs"
CUST_036,"onions,flour,chicken,bread,carrots,pasta,oil,bananas,apples,beef,rice,butter,tomatoes,eggs,milk"
CUST_037,"strawberries,bread,cheese,lettuce,butter,tomatoes,eggs,milk"
CUST_038,"onions,bread,carrots,pasta,oil,bananas,apples,rice,tomatoes,eggs,milk"
CUST_039,"beer,bread,cookies,coffee,milk"
CUST_040,"onions,chicken,bread,carrots,cookies,grapes,bananas,apples,beef,eggs,milk"
CUST_041,"pasta,beans,rice,muffins,tomatoes"
CUST_042,"ice_cream,juice,bread,pasta,carrots,cookies,oil,rice,muffins,tomatoes,eggs,milk"
CUST_043,"chicken,bread,fish,frozen_vegetables,cheese,lettuce,tomatoes,eggs,milk"
CUST_044,"onions,bread,carrots,cookies,bananas,apples,butter,eggs,milk"
CUST_045,"chicken,bread,fish,butter,eggs,milk"
CUST_046,"beer,pasta,frozen_pizza,coffee,tomatoes"
CUST_047,"onions,chicken,bread,carrots,cookies,bananas,apples,beef,eggs,milk"
CUST_048,"beer,bread,pasta,sugar,cookies,frozen_pizza,grapes,oil,coffee,tomatoes,milk"
CUST_049,"juice,chicken,bread,fish,cheese,lettuce,butter,tomatoes,eggs,milk"
CUST_050,"bread,milk"
CUST_051,"chicken,bread,fish,cheese,lettuce,butter,tomatoes,eggs,milk"
CUST_052,"ice_cream,juice,chicken,bread,pasta,cookies,grapes,oil,beef,rice,eggs,milk"
CUST_053,"wine,bread,pasta,cheese,lettuce,cookies,grapes,tomatoes,eggs,milk"
CUST_054,"muffins,coffee,bananas,sugar"
CUST_055,"bread,cheese,lettuce,tomatoes,eggs,milk"
CUST_056,"onions,ice_cream,juice,chicken,bread,carrots,cookies,vinegar,butter,bananas,apples,beef,muffins,eggs,milk"
CUST_057,"onions,ice_cream,juice,strawberries,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,butter,eggs,milk"
CUST_058,"bread,cheese,lettuce,cookies,butter,tomatoes,eggs,milk"
CUST_059,"pork,pasta,beans,cookies,rice,soda,eggs"
CUST_060,"onions,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,eggs,milk"
CUST_061,"tomatoes,muffins,wine,pasta"
CUST_062,"croissants,bread,pasta,oranges,chips,frozen_pizza,soda,butter,tomatoes,milk"
CUST_063,"rice,beer,pasta,beans"
CUST_064,"rice,wine"
CUST_065,"chicken,pork,bread,fish,butter,eggs,milk"
CUST_066,"beer,bread,cookies,chips,soda,coffee,milk"
CUST_067,"onions,bread,carrots,pasta,oil,bananas,apples,rice,butter,tomatoes,eggs,milk"
CUST_068,"bagels,bread,beans,cheese,lettuce,tomatoes,eggs,milk"
CUST_069,"ice_cream,bread,pasta,frozen_pizza,butter,tomatoes,milk"
CUST_070,"onions,ice_cream,juice,carrots,pasta,cookies,oil,bananas,apples,rice,tomatoes"
CUST_071,"chicken,fish,cheese,lettuce,tomatoes"
CUST_072,"pasta,beans,cookies,sugar,bananas,rice,soda,coffee,tomatoes"
CUST_073,"ice_cream,beer,bread,pasta,frozen_pizza,coffee,tomatoes,milk"
CUST_074,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,muffins,tomatoes,eggs,milk"
CUST_075,"ice_cream,juice,chicken,bread,pasta,cookies,beef,tomatoes,eggs,milk"
CUST_076,"beer,bread,pasta,sugar,cookies,frozen_pizza,coffee,tomatoes,milk"
CUST_077,"wine,chicken,bread,fish,pasta,cheese,lettuce,tomatoes,eggs,milk"
CUST_078,"onions,ice_cream,juice,bread,carrots,cookies,bananas,apples,butter,eggs,milk"
CUST_079,"beer,bread,pasta,cookies,frozen_pizza,butter,muffins,coffee,tomatoes,milk"
CUST_080,"onions,bagels,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,eggs,milk"
CUST_081,"pasta,beans,bananas,muffins,rice,coffee,tomatoes"
CUST_082,"bread,eggs,cookies,milk"
CUST_083,"onions,chicken,bread,carrots,bananas,apples,beef,butter,eggs,milk"
CUST_084,"onions,wine,bread,carrots,pasta,cookies,oil,bananas,apples,rice,butter,tomatoes,eggs,milk"
CUST_085,"chicken,fish,cheese,lettuce,tomatoes"
CUST_086,"bread,pasta,frozen_pizza,butter,tomatoes,milk"
CUST_087,"onions,ice_cream,salt,juice,bread,carrots,pasta,cookies,chips,oil,bananas,apples,rice,butter,eggs,milk"
CUST_088,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,butter,oil,bananas,apples,beef,rice,muffins,tomatoes,eggs,milk"
CUST_089,"pork,pasta,beans,rice,tomatoes,eggs"
CUST_090,"onions,ice_cream,salt,juice,chicken,bread,carrots,cookies,butter,bananas,apples,beef,muffins,eggs,milk"
CUST_091,"onions,chicken,bread,carrots,bananas,apples,pizza_dough,beef,butter,eggs,milk"
CUST_092,"ice_cream,juice,chicken,bread,pasta,cookies,oil,beef,rice,eggs,milk"
CUST_093,"onions,bread,carrots,pasta,oil,bananas,apples,rice,tomatoes,eggs,milk"
CUST_094,"bread,cheese,lettuce,cookies,butter,tomatoes,eggs,milk"
CUST_095,"onions,tomatoes,chicken,bread,carrots,pasta,oil,bananas,apples,beef,rice,muffins,candy,eggs,milk"
CUST_096,"bread,pasta,cookies,frozen_pizza,pizza_dough,tomatoes,milk"
CUST_097,"onions,bread,carrots,pasta,oil,bananas,apples,rice,eggs,milk"
CUST_098,"bread,cookies,butter,tomatoes,milk"
CUST_099,"chicken,bread,fish,butter,eggs,milk"
CUST_100,"beer,bread,pasta,sugar,frozen_pizza,coffee,tomatoes,milk"
CUST_101,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,butter,tomatoes,eggs,milk"
CUST_102,"onions,ice_cream,juice,chicken,bread,cream,carrots,pasta,cookies,butter,oil,bananas,apples,beef,rice,muffins,eggs,milk"
CUST_103,"onions,bread,carrots,cookies,bananas,apples,eggs,milk"
CUST_104,"strawberries,pork,pasta,beans,cookies,rice,soda,tomatoes"
CUST_105,"chicken,bread,fish,cheese,lettuce,cookies,butter,tomatoes,eggs,milk"
CUST_106,"onions,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,butter,tomatoes,eggs,milk"
CUST_107,"water,bagels,beer,pasta,sugar,chips,frozen_pizza,soda,coffee"
CUST_108,"chicken,bread,fish,cheese,lettuce,cookies,tomatoes,eggs,milk"
CUST_109,"chicken,fish,cheese,lettuce,tomatoes"
CUST_110,"onions,ice_cream,juice,chicken,bread,nuts,carrots,cookies,grapes,bananas,apples,beef,butter,eggs,milk"
CUST_111,"chicken,bread,nuts,pasta,cheese,cookies,oil,beef,rice,turkey,tomatoes,eggs,milk"
CUST_112,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,turkey,eggs,milk"
CUST_113,"beer,bread,sugar,cookies,coffee,milk"
CUST_114,"bread,eggs,cookies,milk"
CUST_115,"onions,ice_cream,juice,chicken,bread,carrots,cookies,bananas,apples,beef,eggs,milk"
CUST_116,"onions,ice_cream,juice,chicken,bread,carrots,cookies,bananas,apples,beef,butter,eggs,milk"
CUST_117,"chicken,bread,cookies,beef,eggs,milk"
CUST_118,"onions,chicken,bread,carrots,oil,bananas,apples,beef,turkey,butter,eggs,milk"
CUST_119,"beer,bread,cookies,butter,coffee,milk"
CUST_120,"onions,ice_cream,juice,chicken,pork,bread,carrots,pasta,cookies,grapes,oil,bananas,apples,beef,rice,eggs,milk"
CUST_121,"pork,pasta,beans,bananas,rice,coffee,tomatoes,eggs"
CUST_122,"wine,bread,pasta,cheese,lettuce,tomatoes,eggs,milk"
CUST_123,"onions,carrots,pasta,oil,bananas,apples,rice,tomatoes"
CUST_124,"bread,cheese,lettuce,cookies,butter,tomatoes,eggs,milk"
CUST_125,"beer,bread,coffee,milk"
CUST_126,"onions,bread,carrots,pasta,lettuce,oil,bananas,apples,rice,eggs,milk"
CUST_127,"ice_cream,juice,chicken,bread,cookies,beef,butter,eggs,milk"
CUST_128,"pasta,chips,frozen_pizza,soda,tomatoes"
CUST_129,"beer,bread,sugar,cookies,chips,turkey,soda,coffee,milk"
CUST_130,"beer,bread,sugar,chips,bananas,muffins,soda,coffee,milk"
CUST_131,"wine,chicken,bread,fish,pasta,cheese,lettuce,cookies,tomatoes,eggs,milk"
CUST_132,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,butter,tomatoes,eggs,milk"
CUST_133,"bread,cheese,lettuce,cookies,butter,tomatoes,eggs,milk"
CUST_134,"chicken,bread,pasta,oil,beef,rice,butter,tomatoes,eggs,milk"
CUST_135,"onions,ice_cream,juice,bread,carrots,cookies,bananas,apples,eggs,milk"
CUST_136,"pasta,beans,sugar,bananas,muffins,rice,coffee"
CUST_137,"wine,pasta,cheese,lettuce,tomatoes"
CUST_138,"ice_cream,strawberries,juice,cookies"
CUST_139,"onions,wine,chicken,bread,carrots,pasta,oil,bananas,apples,beef,rice,tomatoes,eggs,milk"
CUST_140,"onions,ice_cream,juice,bread,carrots,pasta,cookies,oil,bananas,apples,rice,tomatoes,eggs,milk"
CUST_141,"chicken,bread,fish,cheese,lettuce,cookies,butter,tomatoes,eggs,milk"
CUST_142,"onions,chicken,bread,carrots,pasta,oil,bananas,apples,beef,rice,muffins,tomatoes,eggs,milk"
CUST_143,"onions,ice_cream,juice,chicken,bread,carrots,beans,cookies,vinegar,bananas,apples,beef,eggs,milk"
CUST_144,"bread,cheese,soda,butter,milk"
CUST_145,"chicken,bread,fish,cookies,eggs,milk"
CUST_146,"bread,spinach,cookies,beef,butter,eggs,milk"
CUST_147,"onions,chicken,bread,carrots,bananas,apples,beef,eggs,milk"
CUST_148,"wine,chicken,bread,fish,pasta,cookies,tomatoes,eggs,milk"
CUST_149,"grapes,frozen_pizza,pasta,tomatoes"
CUST_150,"bread,pasta,chips,frozen_pizza,soda,tomatoes,milk"
CUST_151,"onions,bread,carrots,bananas,apples,butter,eggs,milk"
CUST_152,"ice_cream,juice,chicken,bread,pasta,cookies,oil,beef,rice,butter,eggs,milk"
CUST_153,"ice_cream,juice,chicken,bread,cookies,beef,eggs,milk"
CUST_154,"beer,bread,pasta,cookies,chips,frozen_pizza,grapes,butter,soda,coffee,tomatoes,milk"
CUST_155,"ice_cream,wine,juice,chicken,bread,cookies,beef,muffins,eggs,milk"
CUST_156,"onions,ice_cream,juice,croissants,bread,carrots,cookies,lettuce,bananas,apples,eggs,milk"
CUST_157,"pork,eggs"
CUST_158,"ice_cream,juice,strawberries,yogurt,pasta,cookies,oil,rice,bacon"
CUST_159,"onions,chicken,pork,bread,carrots,grapes,bananas,apples,beef"
CUST_160,"onions,ice_cream,juice,bread,carrots,cookies,bananas,apples,butter,eggs,milk"
CUST_161,"chicken,bread,fish,cheese,lettuce,butter,tomatoes,eggs,milk"
CUST_162,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,muffins,tomatoes,eggs,milk"
CUST_163,"onions,ice_cream,juice,chicken,crackers,bread,carrots,cookies,grapes,bananas,apples,beef,butter,eggs,milk"
CUST_164,"wine,bread,pasta,cheese,lettuce,cookies,butter,tomatoes,eggs,milk"
CUST_165,"chicken,beer,bread,fish,cookies,vinegar,butter,eggs,milk"
CUST_166,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,tomatoes,eggs,milk"
CUST_167,"onions,chicken,bread,fish,cheese,lettuce,butter,tomatoes,eggs,milk"
CUST_168,"ice_cream,juice,chicken,bread,pasta,cookies,oil,beef,rice,butter,tomatoes,eggs,milk"
CUST_169,"onions,ice_cream,juice,chicken,carrots,cookies,bananas,apples,beef"
CUST_170,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,eggs,milk"
CUST_171,"onions,ice_cream,juice,chicken,bread,carrots,cookies,bananas,apples,beef,butter,eggs,milk"
CUST_172,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,butter,tomatoes,eggs,milk"
CUST_173,"strawberries,pasta,beans,cookies,grapes,bananas,rice,soda,coffee,tomatoes"
CUST_174,"onions,chicken,carrots,pasta,oil,bananas,apples,beef,rice,tomatoes"
CUST_175,"onions,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,tomatoes,eggs,milk"
CUST_176,"chicken,pasta,oil,beef,rice,muffins"
CUST_177,"tomatoes,strawberries,bread,pasta,frozen_pizza,butter,muffins,candy,milk"
CUST_178,"pasta,beans,sugar,bananas,rice,coffee,tomatoes"
CUST_179,"wine,chicken,bread,fish,pasta,cheese,lettuce,butter,tomatoes,eggs,milk"
CUST_180,"onions,ice_cream,juice,flour,bread,carrots,pasta,cookies,oil,bananas,apples,tea,rice,turkey,tomatoes,eggs,milk"
CUST_181,"onions,ice_cream,juice,strawberries,chicken,bread,carrots,cookies,bananas,apples,beef,butter,eggs,milk"
CUST_182,"pork,pasta,beans,cookies,grapes,oil,bananas,rice,soda,coffee,eggs"
CUST_183,"onions,ice_cream,juice,chicken,pork,bread,carrots,cookies,butter,bananas,apples,beef,muffins,eggs,milk"
CUST_184,"water,wine,chicken,bread,fish,pasta,cheese,lettuce,spinach,grapes,butter,tomatoes,eggs,milk"
CUST_185,"wine,chicken,bread,fish,pasta,cheese,lettuce,muffins,tomatoes,eggs,milk"
CUST_186,"ice_cream,juice,carrots,cookies,bananas,apples,beef,muffins,tomatoes,eggs,bread,sugar,oil,rice,onions,butter,chicken,pasta,milk"
CUST_187,"beer,bread,pasta,cookies,frozen_pizza,butter,soda,coffee,tomatoes,milk"
CUST_188,"ice_cream,juice,chicken,bread,pasta,cookies,oil,beef,rice,muffins,tomatoes,eggs,milk"
CUST_189,"ice_cream,strawberries,beer,bread,pasta,cookies,frozen_pizza,bacon,coffee,tomatoes,milk"
CUST_190,"onions,ice_cream,juice,bread,nuts,carrots,pasta,cookies,oil,bananas,apples,rice,muffins,tomatoes,eggs,milk"
CUST_191,"onions,ice_cream,juice,chicken,bread,carrots,cookies,bananas,apples,beef,eggs,milk"
CUST_192,"wine,chicken,bread,fish,pasta,cheese,lettuce,cookies,muffins,tomatoes,eggs,milk"
CUST_193,"pork,pasta,beans,cookies,bananas,rice,soda,coffee,tomatoes,eggs"
CUST_194,"wine,chicken,bread,fish,pasta,cheese,lettuce,cookies,butter,muffins,tomatoes,eggs,milk"
CUST_195,"wine,chicken,bread,fish,pasta,frozen_vegetables,cookies,butter,tomatoes,eggs,milk"
CUST_196,"chicken,bread,fish,butter,eggs,milk"
CUST_197,"chicken,bread,fish,cheese,lettuce,cookies,tomatoes,eggs,milk"
CUST_198,"onions,bread,carrots,cookies,bananas,apples,soda,butter,eggs,milk"
CUST_199,"onions,chicken,bread,carrots,pasta,oranges,oil,bananas,apples,beef,rice,butter,tomatoes,eggs,milk"
CUST_200,"bread,cheese,lettuce,butter,tomatoes,eggs,milk"
CUST_201,"wine,bagels,bread,pasta,cheese,lettuce,cookies,tomatoes,eggs,milk"
CUST_202,"ice_cream,juice,chicken,bread,cookies,beef,eggs,milk"
CUST_203,"wine,bread,pasta,cheese,lettuce,cookies,tomatoes,eggs,milk"
CUST_204,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,grapes,oil,bananas,apples,beef,rice,eggs,milk"
CUST_205,"onions,bread,carrots,cookies,bananas,apples,butter,eggs,milk"
CUST_206,"wine,chicken,bread,fish,pasta,cookies,tomatoes,eggs,milk"
CUST_207,"bread,muffins,milk"
CUST_208,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,turkey,butter,tomatoes,eggs,milk"
CUST_209,"strawberries,yogurt,pork,pasta,beans,cookies,oil,rice,soda,eggs"
CUST_210,"onions,chicken,bread,carrots,bananas,apples,beef,butter,eggs,milk"
CUST_211,"chicken,bread,fish,cheese,lettuce,cookies,pizza_dough,butter,tomatoes,eggs,milk"
CUST_212,"onions,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,butter,eggs,milk"
CUST_213,"onions,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,muffins,tomatoes,eggs,milk"
CUST_214,"onions,chicken,carrots,bananas,apples,beef"
CUST_215,"onions,bread,carrots,pasta,oil,bananas,apples,rice,tomatoes,eggs,milk"
CUST_216,"bread,cookies,milk"
CUST_217,"rice,pasta,beans"
CUST_218,"chicken,bread,fish,cookies,butter,eggs,milk"
CUST_219,"beer,bread,pork,pasta,sugar,cookies,chips,frozen_pizza,butter,pizza_dough,soda,coffee,tomatoes,milk"
CUST_220,"wine,bread,pasta,cheese,lettuce,cookies,tomatoes,eggs,milk"
CUST_221,"onions,bread,carrots,bananas,apples,butter,eggs,milk"
CUST_222,"beer,bread,chips,butter,muffins,soda,coffee,milk"
CUST_223,"onions,wine,chicken,bread,carrots,pasta,oil,bananas,apples,beef,rice,butter,eggs,milk"
CUST_224,"ice_cream,juice,chicken,bread,pasta,cookies,oil,beef,rice,butter,tomatoes,eggs,milk"
CUST_225,"onions,ice_cream,juice,bread,carrots,cookies,bananas,apples,eggs,milk"
CUST_226,"onions,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,butter,tomatoes,eggs,milk"
CUST_227,"pasta,beans,rice,turkey,tomatoes"
CUST_228,"onions,chicken,bread,carrots,cookies,bananas,apples,beef,eggs,milk"
CUST_229,"wine,chicken,bread,fish,pasta,cookies,eggs,milk"
CUST_230,"wine,chicken,bread,fish,pasta,lettuce,cookies,tomatoes,eggs,milk"
CUST_231,"beer,fish,sugar,chips,apples,soda,coffee"
CUST_232,"onions,ice_cream,juice,bread,carrots,cookies,bananas,apples,butter,eggs,milk"
CUST_233,"juice,fish,pasta,beans,rice,tomatoes"
CUST_234,"wine,chicken,bread,fish,pasta,cheese,lettuce,frozen_vegetables,cookies,butter,tomatoes,eggs,milk"
CUST_235,"wine,chicken,bread,fish,pasta,cookies,butter,eggs,milk"
CUST_236,"onions,ice_cream,juice,chicken,bread,carrots,cookies,frozen_pizza,bananas,apples,beef,soda,eggs,milk"
CUST_237,"beer,bread,coffee,eggs,milk"
CUST_238,"bread,pasta,cookies,frozen_pizza,tomatoes,milk"
CUST_239,"onions,bread,carrots,pasta,oil,bananas,apples,rice,butter,tomatoes,eggs,milk"
CUST_240,"bread,pasta,cookies,frozen_pizza,tomatoes,milk"
CUST_241,"pork,pasta,chips,grapes,frozen_pizza,soda,tomatoes"
CUST_242,"bread,pasta,chips,frozen_pizza,soda,butter,tomatoes,milk"
CUST_243,"onions,pork,pasta,beans,sugar,bananas,tea,rice,coffee,eggs"
CUST_244,"bread,cheese,lettuce,cookies,pizza_dough,tomatoes,eggs,milk"
CUST_245,"onions,pork,bread,carrots,pasta,oil,bananas,apples,rice,butter,tomatoes,eggs,milk"
CUST_246,"beer,bread,pasta,cookies,frozen_pizza,butter,coffee,milk"
CUST_247,"beer,bread,pasta,sugar,cookies,frozen_pizza,coffee,milk"
CUST_248,"onions,carrots,bananas,apples"
CUST_249,"chicken,bread,fish,cheese,lettuce,muffins,tomatoes,eggs,milk"
CUST_250,"bread,pasta,frozen_pizza,tomatoes,milk"
CUST_251,"bread,frozen_vegetables,pasta,cookies,frozen_pizza,butter,milk"
CUST_252,"bread,butter,strawberries,milk"
CUST_253,"onions,wine,bread,carrots,pasta,cookies,oil,bananas,apples,rice,tomatoes,eggs,milk"
CUST_254,"onions,ice_cream,juice,chicken,bread,carrots,cookies,bananas,apples,beef,butter,eggs,milk"
CUST_255,"bread,muffins,cookies,milk"
CUST_256,"strawberries,bread,cookies,chips,soda,butter,milk"
CUST_257,"beer,bread,pasta,cookies,chips,frozen_pizza,butter,soda,coffee,tomatoes,milk"
CUST_258,"juice,chicken,bread,fish,pasta,cookies,oil,beef,rice,tomatoes,eggs,milk"
CUST_259,"chicken,bread,pasta,cookies,oil,beef,rice,tomatoes,eggs,milk"
CUST_260,"chicken,beer,bread,sugar,cookies,bananas,coffee,milk"
CUST_261,"pork,pasta,beans,cookies,sugar,bananas,rice,soda,coffee,eggs"
CUST_262,"beer,soda,coffee,chips"
CUST_263,"candy,beans,strawberries"
CUST_264,"yogurt,chicken,fish,cheese,lettuce,tomatoes"
CUST_265,"bread,tomatoes,cookies,milk"
CUST_266,"chicken,bread,cookies,butter,beef,muffins,eggs,milk"
CUST_267,"chicken,bread,fish,cheese,lettuce,cookies,tomatoes,eggs,milk"
CUST_268,"wine,chicken,bread,fish,pasta,eggs,milk"
CUST_269,"pasta,beans,carrots,grapes,bananas,rice,coffee,tomatoes"
CUST_270,"onions,ice_cream,juice,chicken,bread,carrots,spinach,cookies,grapes,bananas,apples,beef,turkey,eggs,milk"
CUST_271,"onions,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,tomatoes,eggs,milk"
CUST_272,"wine,chicken,fish,pasta,cheese,lettuce,tomatoes"
CUST_273,"beer,bread,pasta,cookies,frozen_pizza,muffins,turkey,coffee,tomatoes,milk"
CUST_274,"wine,chicken,bread,fish,pasta,cookies,tomatoes,eggs,milk"
CUST_275,"beer,pasta,chips,frozen_pizza,oil,bacon,soda,coffee"
CUST_276,"pasta,beans,cheese,bananas,rice,coffee"
CUST_277,"beer,pasta,chips,frozen_pizza,soda,coffee,tomatoes"
CUST_278,"chicken,bread,fish,cheese,lettuce,tomatoes,eggs,milk"
CUST_279,"onions,ice_cream,juice,strawberries,chicken,carrots,pasta,cookies,oil,bananas,apples,beef,rice,turkey,butter,tomatoes"
CUST_280,"pork,pasta,beans,bananas,rice,coffee,eggs"
CUST_281,"pork,pasta,beans,rice,tomatoes,eggs"
CUST_282,"beer,bread,coffee,milk"
CUST_283,"wine,yogurt,chicken,bread,fish,pasta,cheese,lettuce,cookies,tomatoes,eggs,milk"
CUST_284,"onions,chicken,bread,carrots,pasta,oil,bananas,apples,beef,rice,eggs,milk"
CUST_285,"rice,pasta,beans"
CUST_286,"onions,chicken,bread,carrots,bananas,apples,beef,eggs,milk"
CUST_287,"bread,pasta,chips,frozen_pizza,soda,butter,tomatoes,milk"
CUST_288,"onions,water,chicken,bread,fish,carrots,pasta,oil,bananas,apples,beef,rice,butter,tomatoes,eggs,milk"
CUST_289,"ice_cream,juice,chicken,bread,cookies,beef,butter,eggs,milk"
CUST_290,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,eggs,milk"
CUST_291,"onions,ice_cream,juice,bread,carrots,pasta,cookies,oil,bananas,apples,rice,turkey,tomatoes,eggs,milk"
CUST_292,"strawberries,chicken,bread,fish,lettuce,cookies,soda,butter,eggs,milk"
CUST_293,"strawberries,pasta,frozen_pizza,soda,tomatoes"
CUST_294,"strawberries,bread,pasta,carrots,chips,frozen_pizza,soda,muffins,tomatoes,milk"
CUST_295,"onions,bread,carrots,pasta,cookies,oil,bananas,apples,rice,butter,tomatoes,eggs,milk"
CUST_296,"beer,soda,coffee,chips"
CUST_297,"water,beer,bread,pasta,sugar,cookies,chips,frozen_pizza,soda,coffee,tomatoes,milk"
CUST_298,"bread,pasta,frozen_pizza,butter,tomatoes,milk"
CUST_299,"frozen_pizza,pasta,strawberries"
CUST_300,"onions,chicken,bread,carrots,pasta,oil,bananas,apples,beef,rice,tomatoes,eggs,milk"
CUST_301,"chicken,bread,fish,cheese,lettuce,cookies,butter,tomatoes,eggs,milk"
CUST_302,"beer,bread,pasta,sugar,frozen_pizza,butter,coffee,tomatoes,milk"
CUST_303,"bread,cheese,lettuce,muffins,tomatoes,eggs,milk"
CUST_304,"water,ice_cream"
CUST_305,"onions,ice_cream,juice,chicken,bread,carrots,pasta,cookies,oil,bananas,apples,beef,rice,butter,tomatoes,eggs,milk"
CUST_306,"onions,ice_cream,juice,chicken,bread,carrots,cookies,grapes,bananas,apples,beef,eggs,milk"
CUST_307,"pork,pasta,beans,sugar,bananas,rice,coffee,eggs"
CUST_308,"onions,beer,chips,soda,coffee"
CUST_309,"onions,ice_cream,chicken,bread,carrots,cookies,bananas,apples,beef,turkey,butter,eggs,milk"
CUST_310,"chicken,bread,fish,butter,eggs,milk"
CUST_311,"bread,cheese,lettuce,cookies,butter,tomatoes,eggs,milk"
